emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
parts business development manager,1,IN,MORTGAGE,110000,Source Verified,7.73,NA,,NA,0,NA,2005,1,10,5,198992,12113,0,0,NA,0,0,1,2,1,5,0,0,3,25800,4,3,3,2,100,0,0,home_improvement,individual,25000,36,5.31,752.76,A,A1,Mar-2018,Current,whole,Cash,23712.89,1498.14,1287.11,211.03,0
baggage handler,10,TX,MORTGAGE,86000,Source Verified,16.72,NA,,NA,0,NA,2006,0,28,18,138000,31058,0,0,NA,0,0,0,3,15,18,0,0,10,27400,22,16,13,3,100,0,0,debt_consolidation,individual,12000,36,11.99,398.52,B,B5,Feb-2018,Current,whole,Cash,10868.71,1586.09,1131.29,454.8,0
hha,2,OH,RENT,28000,Source Verified,30.43,NA,,NA,0,NA,2004,0,26,12,33156,20996,0,1,NA,0,0,2,5,13,12,0,0,1,8300,22,10,4,0,100,0,1,other,individual,5000,36,16.02,175.84,C,C5,Jan-2018,Current,fractional,Cash,4439.79,849.53,560.21,289.32,0
manager,4,TX,MORTGAGE,72000,Not Verified,24.57,NA,,NA,1,21,1999,1,30,9,198390,45870,0,0,NA,0,639,2,4,11,9,0,0,2,7300,10,5,4,6,93.1,0,0,debt_consolidation,individual,14400,36,11.99,478.22,B,B5,Feb-2018,Current,whole,Cash,13042.46,1903.29,1357.54,545.75,0
driver,3,CA,RENT,54000,Not Verified,9.69,NA,,NA,0,91,2000,0,13,8,24788,16486,0,0,91,0,341,1,2,21,8,0,0,4,5700,11,7,5,0,92.3,0,0,major_purchase,individual,10000,36,9.44,320.05,B,B1,Jan-2018,Current,fractional,Cash,8773.94,1595.01,1226.06,368.95,0
qulity specialists,10,TN,RENT,48000,Source Verified,17.95,NA,,NA,0,NA,2014,3,14,13,30500,15316,0,0,NA,0,173,1,6,3,13,0,0,9,20100,12,12,12,0,100,0,0,credit_card,individual,10000,36,11.98,332.05,B,B5,Mar-2018,Current,whole,Cash,9296.37,989.49,703.63,285.86,0
pharmacy technician ,10,IL,OWN,50000,Verified,17.23,NA,,NA,0,48,2005,0,40,14,127498,16349,0,0,50,0,0,1,4,14,14,0,0,2,21200,13,12,4,3,92.5,0,0,debt_consolidation,individual,20000,60,12.62,451.19,C,C1,Feb-2018,Current,whole,Cash,19021.27,1790.74,978.73,812.01,0
rn,2,AL,OWN,94000,Source Verified,38.15,NA,,NA,1,16,1996,0,20,11,155770,99235,0,0,NA,0,0,5,0,NA,11,0,0,3,45100,10,6,4,2,90,0,0,credit_card,individual,30000,36,18.45,1091.36,D,D2,Mar-2018,Current,whole,DirectPay,28080.46,3243.33,1919.54,1323.79,0
it manager,10,NY,OWN,72000,Source Verified,8.18,NA,,NA,0,NA,2002,5,43,30,254094,10573,0,0,NA,0,0,1,10,5,30,0,0,4,155900,35,27,4,2,100,0,0,home_improvement,individual,40000,36,6.08,1218.33,A,A2,Feb-2018,Current,whole,Cash,35906.37,4839.54,4093.63,745.91,0
hr administrator,2,GA,MORTGAGE,70000,Not Verified,18.02,70000,Not Verified,26.37,0,NA,2003,2,17,8,248469,41494,0,0,NA,0,0,0,8,6,8,0,0,1,7000,12,6,6,1,100,0,0,debt_consolidation,joint,21000,60,20.39,560.94,D,D4,Mar-2018,Current,whole,Cash,20377.19,1635.24,622.81,1012.43,0
business manager,5,MO,MORTGAGE,76000,Source Verified,17.09,NA,,NA,2,22,1999,1,29,12,143750,46192,0,0,53,0,1757,2,4,4,12,0,0,4,12500,19,9,7,2,79.3,0,0,other,individual,2400,36,10.9,78.46,B,B4,Feb-2018,Current,whole,Cash,2228.47,233.93,171.53,62.4,0
sr planning & analysis anst,10,FL,MORTGAGE,100000,Not Verified,3.23,NA,,NA,0,NA,1991,0,26,10,253475,12302,0,0,NA,0,0,0,3,NA,10,0,0,2,66400,19,9,2,3,100,0,0,credit_card,individual,14400,36,6.72,442.79,A,A3,Jan-2018,Current,whole,Cash,12568.86,2208.57,1831.14,377.43,0
senior business process specialist iii,5,TX,OWN,50000,Not Verified,33.7,100000,Not Verified,18.7,0,NA,2000,3,17,11,266490,61812,0,0,NA,0,0,3,5,8,11,0,0,3,26100,9,7,4,3,100,0,0,debt_consolidation,joint,32000,36,9.43,1024.01,B,B1,Feb-2018,Current,whole,Cash,28873.2,3956.59,3126.8,829.79,0
,NA,MD,MORTGAGE,80000,Verified,26.12,NA,,NA,0,NA,2006,1,18,13,259899,49824,0,0,NA,0,0,2,3,6,13,0,0,5,33900,11,10,9,1,100,0,0,debt_consolidation,individual,35000,36,16.01,1230.67,C,C5,Mar-2018,Current,whole,Cash,32678.16,3660.88,2321.84,1339.04,0
technical support program analyst,3,CA,RENT,63288,Source Verified,22.24,NA,,NA,0,NA,2004,1,8,5,60671,44704,0,0,NA,0,0,3,1,2,5,0,0,2,15000,3,2,2,0,100,0,0,other,individual,1500,36,17.47,53.84,D,D1,Mar-2018,Current,whole,Cash,1402.59,158.61,97.41,61.2,0
labor ,6,KY,OWN,50000,Not Verified,29.52,NA,,NA,1,NA,2005,2,25,9,52480,34116,0,0,18,0,70,2,3,1,9,NA,0,2,9500,12,7,7,0,100,0,0,credit_card,individual,15000,36,15.04,520.28,C,C4,Mar-2018,Current,fractional,Cash,14331.28,1015.49,668.72,346.77,0
cfo,2,NY,OWN,135000,Source Verified,8.81,NA,,NA,0,26,1999,8,16,8,1016080,95241,0,0,43,0,0,5,5,1,8,0,0,1,3300,3,1,1,5,87.5,0,0,major_purchase,individual,27900,36,9.93,899.34,B,B2,Feb-2018,Current,fractional,Cash,25195.01,3581.97,2704.99,876.98,0
rn,10,NY,RENT,85000,Not Verified,10.77,NA,,NA,0,NA,1998,0,34,5,49200,32404,0,0,NA,0,0,0,1,NA,5,0,0,3,30200,13,5,4,0,100,0,0,credit_card,individual,20000,60,6.72,393.39,A,A3,Feb-2018,Current,whole,DirectPay,18864.95,1554.89,1135.05,419.84,0
laborer,0,AR,MORTGAGE,57000,Verified,27.79,86400,Source Verified,21.97,0,NA,2007,4,27,14,246297,67093,0,0,NA,0,0,2,6,4,14,0,0,3,32300,11,11,4,2,100,0,0,credit_card,joint,32000,60,10.42,686.54,B,B3,Feb-2018,Current,whole,Cash,29999.7,3064.64,2000.3,1064.34,0
senior database administrator,2,MO,MORTGAGE,120000,Source Verified,5.15,NA,,NA,1,13,2001,1,20,9,77000,13156,1,1,13,0,0,1,5,4,9,0,0,1,48400,10,8,2,0,95,0,1,debt_consolidation,individual,18000,36,6.71,553.41,A,A3,Mar-2018,Current,whole,Cash,16634.11,1687.07,1365.89,321.18,0
realtor,2,FL,RENT,28000,Not Verified,25.77,43600,Not Verified,16.93,0,NA,2008,0,21,16,119917,24143,0,0,NA,0,0,0,3,NA,16,0,0,2,91900,18,15,5,0,100,0,0,other,joint,5000,36,9.43,160.01,B,B1,Mar-2018,Current,whole,Cash,4635.28,477.41,364.72,112.69,0
military officer,10,CA,MORTGAGE,120000,Source Verified,13.99,NA,,NA,2,11,1993,0,24,8,187200,101601,0,0,16,0,0,1,1,NA,8,0,0,2,27300,15,6,4,1,83.3,0,0,car,individual,5600,36,16.02,196.94,C,C5,Feb-2018,Current,fractional,Cash,5101.41,777.79,498.59,279.2,0
nurse,10,TX,MORTGAGE,40000,Verified,22.47,106000,Verified,23.05,0,NA,1996,0,24,6,110895,27130,0,0,NA,0,0,1,1,20,6,0,0,1,20000,7,4,3,1,100,0,0,credit_card,joint,40000,60,9.93,848.51,B,B2,Jan-2018,Current,whole,Cash,37369.27,4198.42,2630.73,1567.69,0
behavioral health coordinator ,10,OK,MORTGAGE,97000,Source Verified,32.87,NA,,NA,0,NA,1998,12,40,22,429741,184542,0,0,NA,0,0,3,6,3,22,0,0,7,50600,24,18,13,3,100,0,0,major_purchase,individual,15000,36,9.93,483.52,B,B2,Feb-2018,Current,whole,Cash,13544.48,1913.39,1455.52,457.87,0
service tegh,10,TX,OWN,38000,Verified,23.37,NA,,NA,0,50,1997,3,20,9,87429,56179,1,0,50,0,230,2,11,7,9,0,0,2,26800,13,7,3,0,100,0,0,other,individual,3000,36,16.02,105.51,C,C5,Jan-2018,Fully Paid,fractional,Cash,0,3201.4922885373,3000,201.49,0
,NA,NY,OWN,41280,Source Verified,4.39,NA,,NA,0,NA,2002,1,6,5,4800,3834,0,0,NA,0,0,0,2,3,5,0,0,4,4800,6,5,4,0,100,0,0,debt_consolidation,individual,25000,36,16.01,879.05,C,C5,Mar-2018,Current,whole,Cash,23341.54,2614.91,1658.46,956.45,0
food service director,7,NY,RENT,76000,Not Verified,10.72,NA,,NA,0,24,2008,0,19,17,103782,92063,0,0,NA,0,135,7,5,15,17,0,0,8,8100,10,10,10,0,94.7,0,0,debt_consolidation,individual,7000,36,14.08,239.52,C,C3,Feb-2018,Current,whole,Cash,6359.29,952.6,640.71,311.89,0
senior account analyst,7,MA,RENT,80000,Not Verified,10.85,NA,,NA,0,NA,2001,1,16,7,37900,24500,0,1,NA,0,0,1,5,9,7,0,0,3,4600,11,6,4,0,100,0,1,medical,individual,10000,60,19.42,261.73,D,D3,Mar-2018,Current,whole,Cash,9695.43,763.61,304.57,459.04,0
area manager,10,TX,MORTGAGE,86000,Source Verified,10.75,NA,,NA,0,NA,2006,0,14,8,222200,24722,0,0,NA,0,0,0,4,15,8,0,0,4,24600,7,7,6,2,100,0,0,debt_consolidation,individual,25000,36,11.99,830.24,B,B5,Jan-2018,Fully Paid,whole,Cash,0,25355.9855745127,25000,355.99,0
operator,5,OH,OWN,55000,Source Verified,22.15,NA,,NA,0,NA,2006,0,32,18,73356,53948,0,0,NA,0,0,6,5,22,18,0,0,6,9600,14,12,8,0,100,0,0,medical,individual,4000,36,16.01,140.65,C,C5,Mar-2018,Current,fractional,Cash,3734.64,418.39,265.36,153.03,0
coding lead,5,TX,MORTGAGE,55000,Not Verified,29.65,NA,,NA,0,36,2008,1,35,15,151742,57326,0,0,NA,0,0,3,9,4,15,0,0,5,9100,20,11,8,2,94.3,0,0,home_improvement,individual,10000,36,14.08,342.17,C,C3,Feb-2018,Current,fractional,Cash,8668.19,1760.86,1331.81,429.05,0
medical asst,10,MA,RENT,92000,Not Verified,9.37,NA,,NA,0,NA,2008,3,13,11,44560,24203,0,0,NA,0,518,1,4,8,11,0,0,6,23600,11,10,6,0,100,0,0,credit_card,individual,10000,36,10.41,324.61,B,B3,Mar-2018,Current,whole,Cash,9522.22,643.44,477.78,165.66,0
ceo,4,FL,MORTGAGE,146000,Verified,9.83,NA,,NA,1,19,1985,2,49,26,620049,38325,0,0,NA,0,0,2,8,9,26,0,0,5,99700,44,23,6,1,100,0,0,debt_consolidation,individual,40000,60,7.34,798.49,A,A4,Mar-2018,Current,fractional,Cash,38888.97,1580.67,1111.03,469.64,0
database administrator,1,IL,RENT,111275,Not Verified,28.86,NA,,NA,0,NA,2008,12,24,10,307262,121734,0,0,NA,0,0,2,3,1,10,0,0,5,199500,14,8,5,0,100,0,0,debt_consolidation,individual,24000,60,15.05,571.59,C,C4,Jan-2018,Current,whole,Cash,22612.69,2837.88,1387.31,1450.57,0
,NA,VA,MORTGAGE,10000,Verified,137.52,140000,Source Verified,16.06,0,25,1985,0,33,12,389965,31134,0,0,NA,0,0,1,2,NA,12,0,0,4,48900,18,9,5,7,93.9,0,0,credit_card,joint,30000,36,6.08,913.75,A,A2,Feb-2018,Current,whole,Cash,26929.76,3670.21,3070.24,599.97,0
front office coordinator,2,GA,RENT,72000,Not Verified,31.03,NA,,NA,0,NA,1987,3,38,15,94694,57777,0,1,NA,0,0,5,5,1,14,0,0,3,9800,19,10,7,5,100,0,1,credit_card,individual,13000,36,9.44,416.07,B,B1,Jan-2018,Current,whole,Cash,11406.1,2073.53,1593.9,479.63,0
director of research,0,NY,MORTGAGE,250000,Source Verified,2.59,450000,Source Verified,2.93,0,NA,2005,0,13,7,803627,17789,0,0,NA,0,0,0,2,22,7,0,0,1,87100,8,5,1,3,100,0,0,credit_card,joint,40000,36,5.31,1204.42,A,A1,Mar-2018,Current,whole,Cash,36904.08,3589.66,3095.92,493.74,0
hr coordinator,3,TN,MORTGAGE,38000,Verified,81.68,138000,Verified,35.17,0,NA,2001,1,41,20,398493,111630,0,0,NA,0,0,3,4,0,20,0,0,13,98900,33,16,15,2,100,0,0,home_improvement,joint,8000,36,12.62,268.09,C,C1,Feb-2018,Current,fractional,Cash,7252.48,1066.75,747.52,319.23,0
owner,9,FL,OWN,150000,Verified,4.66,NA,,NA,0,NA,2010,1,5,5,18523,11676,0,1,NA,0,0,1,2,4,5,0,0,3,7200,3,3,3,0,100,1,0,debt_consolidation,individual,12000,36,10.42,389.58,B,B3,Jan-2018,Current,fractional,Cash,10548.1,1934.01,1451.9,482.11,0
,NA,OH,MORTGAGE,68000,Source Verified,16.54,NA,,NA,0,75,1994,2,16,8,55050,52436,0,0,75,0,0,5,2,9,8,0,0,1,2000,7,3,2,0,93.8,0,0,debt_consolidation,individual,2000,36,25.82,80.39,E,E4,Jan-2018,Current,fractional,Cash,1805,396.21,195,201.21,0
server,2,AL,MORTGAGE,23000,Not Verified,13.41,NA,,NA,0,NA,1999,0,21,7,156400,5090,0,0,NA,0,0,1,2,13,7,0,0,0,7000,14,5,1,1,100,0,0,debt_consolidation,individual,10000,36,6.08,304.59,A,A2,Feb-2018,Current,fractional,Cash,8976.56,1214.98,1023.44,191.54,0
operating engineer ,3,NJ,RENT,89000,Not Verified,6.31,NA,,NA,0,NA,2014,2,7,7,34038,15307,0,0,NA,0,0,1,4,6,7,0,0,3,15600,5,5,5,0,100,0,0,credit_card,individual,5000,36,9.93,161.18,B,B2,Feb-2018,Current,fractional,Cash,4514.8,641.96,485.2,156.76,0
cota,3,WA,RENT,50000,Not Verified,23.36,NA,,NA,0,32,2004,1,27,10,58246,33583,0,0,NA,0,0,7,2,9,10,0,0,2,17000,8,3,2,0,96.3,0,0,debt_consolidation,individual,15000,60,11.99,333.6,B,B5,Jan-2018,Current,whole,Cash,14062.83,1672.63,937.17,735.46,0
supervisor,10,IN,MORTGAGE,52000,Not Verified,0.83,NA,,NA,0,NA,2005,0,16,3,139800,704,0,0,NA,0,0,0,0,15,3,0,0,1,4300,6,2,1,2,100,0,0,debt_consolidation,individual,10000,36,5.31,301.11,A,A1,Mar-2018,Current,whole,Cash,9226.01,900.38,773.99,126.39,0
engineer,2,NC,RENT,101000,Source Verified,19.43,NA,,NA,0,26,2007,1,36,14,114581,68557,0,0,NA,0,0,8,7,0,14,0,0,2,8500,18,6,2,0,100,0,0,major_purchase,individual,15000,36,9.93,483.52,B,B2,Jan-2018,Current,whole,Cash,13173.03,2351.76,1826.97,524.79,0
advanced refining inspector,5,TX,MORTGAGE,115000,Not Verified,23.28,NA,,NA,0,44,2002,4,44,13,186713,163265,0,0,NA,0,0,4,8,9,13,0,0,4,15200,20,9,7,3,97.7,0,0,credit_card,individual,20000,36,6.07,609.08,A,A2,Feb-2018,Fully Paid,whole,DirectPay,0,20221.8287226666,20000,221.83,0
sewer worker,6,WA,MORTGAGE,62000,Verified,5.57,NA,,NA,0,NA,2013,2,8,4,201648,10242,0,0,NA,0,0,1,3,6,4,0,0,0,500,4,2,1,2,100,0,0,major_purchase,individual,14000,60,11.99,311.36,B,B5,Jan-2018,Current,whole,Cash,13072.8,1597.47,927.2,670.27,0
teacher,6,VA,MORTGAGE,43000,Source Verified,22.33,86700,Not Verified,17.62,0,NA,2005,1,15,9,310992,16257,0,0,NA,0,0,6,3,10,9,0,0,1,4800,3,2,2,2,100,0,0,debt_consolidation,joint,18000,60,9.43,377.42,B,B1,Mar-2018,Current,whole,Cash,17286.51,1132.26,713.49,418.77,0
account manager,10,PA,RENT,70000,Not Verified,9.12,NA,,NA,0,NA,1987,2,16,10,62121,30103,0,1,NA,0,0,2,2,7,10,0,0,2,24100,9,8,5,0,100,0,1,debt_consolidation,individual,10000,36,5.32,301.15,A,A1,Jan-2018,Current,whole,DirectPay,8965.88,1203.12,1034.12,169,0
machinist ,4,CA,RENT,48750,Source Verified,5.32,NA,,NA,0,26,2011,2,5,5,5905,2428,0,0,NA,0,0,1,4,4,5,0,0,3,3400,4,4,4,0,80,0,0,other,individual,4200,36,19.42,154.85,D,D3,Mar-2018,Current,whole,Cash,3935.12,460.02,264.88,195.14,0
sales director,1,TX,OWN,30000,Verified,37.4,NA,,NA,0,39,1986,1,21,9,52297,27277,0,0,42,0,0,2,3,0,9,0,0,4,17600,13,7,6,0,71.4,0,0,debt_consolidation,individual,5000,36,16.01,175.81,C,C5,Mar-2018,Current,whole,Cash,4668.31,518.54,331.69,186.85,0
receptionist ,1,AL,RENT,70000,Source Verified,29.64,125000,Source Verified,19.65,1,23,1981,3,36,19,103715,56057,0,0,23,0,0,1,2,6,19,0,0,3,45000,24,17,6,3,97.2,0,0,debt_consolidation,joint,4000,36,15.05,138.76,C,C4,Jan-2018,Current,fractional,Cash,3545.78,687.11,454.22,232.89,0
finance assistant ,7,AZ,OWN,60000,Verified,30.75,NA,,NA,0,42,1994,2,25,16,62835,35550,0,4,NA,0,0,2,9,8,16,0,0,10,31400,19,14,12,0,96,3,1,debt_consolidation,individual,20000,36,16.01,703.24,C,C5,Mar-2018,Current,whole,Cash,19121.36,1370.9,878.64,492.26,0
senior or surgical coder,10,FL,MORTGAGE,115000,Verified,11.91,NA,,NA,0,36,2005,4,57,29,472187,202563,0,0,NA,0,0,3,23,3,29,0,0,13,48600,30,25,19,2,98.2,0,0,debt_consolidation,individual,15000,36,7.34,465.5,A,A4,Mar-2018,Current,whole,Cash,13871.88,1384.27,1128.12,256.15,0
ceo,9,NY,RENT,450000,Verified,15.92,NA,,NA,1,6,1996,4,29,13,249425,200445,0,0,NA,0,0,5,5,7,13,0,0,4,63000,13,6,5,2,78.6,0,0,debt_consolidation,individual,20175,36,15.04,699.77,C,C4,Mar-2018,Fully Paid,whole,Cash,0,20633.166770401,20175,458.17,0
order specialist,10,FL,MORTGAGE,75610,Source Verified,24.45,108869,Source Verified,30.14,0,42,1988,4,35,20,467226,60913,0,0,NA,0,63,2,5,3,20,0,0,1,40700,24,15,6,4,97.1,0,0,small_business,joint,5525,36,16.01,194.27,C,C5,Mar-2018,Current,whole,Cash,5159.19,572.98,365.81,207.17,0
purchasing clerk,10,OK,MORTGAGE,39000,Not Verified,0,NA,,NA,0,NA,1995,1,6,3,6100,0,0,0,NA,0,97,0,2,12,3,0,0,0,0,6,3,0,0,100,0,0,other,individual,4200,36,9.93,135.39,B,B2,Jan-2018,Current,whole,Cash,3688.43,674.63,511.57,163.06,0
chef,10,NY,RENT,52000,Not Verified,21.75,NA,,NA,1,10,1984,0,26,12,44370,26618,0,0,NA,0,0,2,3,NA,12,0,0,3,9100,20,9,6,0,100,0,0,credit_card,individual,10000,36,15.04,346.85,C,C4,Mar-2018,Current,whole,Cash,9058.05,1290.79,941.95,348.84,0
legal assistant,0,CA,MORTGAGE,25000,Source Verified,3.53,69000,Source Verified,19.99,0,59,2000,6,30,7,9500,229,0,0,59,0,957,0,4,3,7,0,0,1,1000,21,6,4,3,86.7,0,0,debt_consolidation,joint,15000,60,16.01,364.86,C,C5,Mar-2018,Current,whole,Cash,14499.17,1081.24,500.83,580.41,0
svp,10,PA,MORTGAGE,320000,Source Verified,21.95,NA,,NA,5,9,1997,4,29,18,775127,403106,0,0,9,0,0,4,1,4,18,0,0,8,80000,13,12,12,3,82.8,0,0,debt_consolidation,individual,16000,36,17.09,571.17,D,D1,Jan-2018,Current,fractional,Cash,14233.89,2840.66,1766.11,1074.55,0
school health nurse,3,FL,RENT,31000,Verified,32.29,106000,Source Verified,13.89,0,NA,2004,0,10,7,48467,30715,0,0,NA,0,0,1,2,NA,7,0,0,5,17500,6,6,6,0,100,0,0,other,joint,16000,60,13.59,368.9,C,C2,Jan-2018,Current,whole,Cash,15040,1832.42,960,872.42,0
director of property assets and finance,7,TN,RENT,70000,Source Verified,17.35,NA,,NA,0,NA,2012,0,22,9,97512,61626,0,0,NA,0,0,2,4,23,9,0,0,3,31700,12,7,5,0,100,0,0,other,individual,16000,36,7.96,501.09,A,A5,Mar-2018,Current,whole,Cash,14807.25,1489.12,1192.75,296.37,0
tennis instructor/contract labor,3,TX,RENT,30000,Source Verified,33.89,NA,,NA,0,78,2000,0,55,10,110644,90481,0,0,NA,0,0,2,2,19,10,0,0,6,25800,9,7,7,0,81.8,0,0,medical,individual,19425,36,15.04,673.76,C,C4,Mar-2018,Current,whole,DirectPay,18559.01,1331.29,865.99,465.3,0
office manager,6,ID,OWN,36224,Verified,7.86,51224,Not Verified,20.46,1,3,1985,0,23,10,182400,54159,0,0,NA,0,0,0,0,21,10,0,0,2,38200,19,10,3,3,95.7,0,0,debt_consolidation,joint,10000,36,7.97,313.23,A,A5,Jan-2018,Current,whole,Cash,8749.43,1557.29,1250.57,306.72,0
maintenance adm assistant,10,KY,MORTGAGE,50000,Not Verified,15.6,NA,,NA,0,NA,2003,0,13,9,70313,18128,0,0,NA,0,0,2,4,13,9,0,0,2,18800,7,6,4,1,100,0,0,credit_card,individual,7000,36,6.08,213.21,A,A2,Jan-2018,Current,fractional,Cash,6102.23,1063.69,897.77,165.92,0
delivery driver ,3,TX,RENT,50000,Not Verified,28.9,NA,,NA,0,NA,2006,2,23,12,100422,48838,0,0,NA,0,565,3,8,3,12,0,0,1,34300,15,9,1,0,100,0,0,debt_consolidation,individual,10000,36,21.45,379.07,D,D5,Jan-2018,Current,fractional,Cash,8961.95,1865.56,1038.05,827.51,0
program manager,5,CA,RENT,97000,Source Verified,8.56,NA,,NA,0,33,2014,1,16,12,78813,24379,0,0,NA,0,0,2,5,11,12,0,0,4,47300,13,10,5,0,93.8,0,0,other,individual,18000,36,6.72,553.49,A,A3,Feb-2018,Current,whole,Cash,16173.97,2207.24,1826.03,381.21,0
driver,2,AZ,RENT,38427,Verified,23.88,69612,Verified,17.07,0,70,2008,1,14,6,48251,27933,0,0,70,0,0,2,4,7,6,0,0,2,12500,12,4,3,0,92.9,0,0,debt_consolidation,joint,1800,36,9.43,57.61,B,B1,Mar-2018,Current,whole,Cash,1668.58,171.89,131.42,40.47,0
accounting shared services coordinator,10,OH,OWN,155000,Source Verified,18.68,NA,,NA,0,NA,2005,2,31,17,578878,139277,0,0,NA,0,0,4,5,7,17,0,0,6,54000,14,11,8,3,100,0,0,debt_consolidation,individual,30000,60,10.9,650.78,B,B4,Mar-2018,Current,whole,Cash,28854.82,1934.17,1145.18,788.99,0
princioal,10,HI,RENT,130000,Source Verified,10.35,NA,,NA,0,NA,2003,2,30,9,89368,44198,0,0,NA,0,0,3,6,0,9,0,0,3,35500,14,6,4,2,100,0,0,vacation,individual,8000,36,10.42,259.72,B,B3,Jan-2018,Current,whole,Cash,371.17,7745.89,7628.83,117.06,0
swing driver,2,MI,MORTGAGE,71000,Source Verified,6.56,NA,,NA,0,NA,2005,0,10,7,34825,14231,0,0,NA,0,136,1,5,16,7,0,0,2,12300,7,6,2,0,100,0,0,major_purchase,individual,20000,36,7.96,626.36,A,A5,Mar-2018,Current,whole,Cash,19009.34,1243.88,990.66,253.22,0
packing,10,SD,RENT,38000,Source Verified,3.95,NA,,NA,0,49,1999,0,6,2,2400,1559,0,0,49,0,0,0,2,17,2,0,0,1,500,5,2,2,1,83.3,0,0,medical,individual,10000,36,17.47,358.88,D,D1,Mar-2018,Current,whole,Cash,9570.3,708.05,429.7,278.35,0
forming operator,4,NY,MORTGAGE,80000,Verified,13.47,NA,,NA,1,15,2007,6,39,21,168890,40632,0,0,63,0,0,2,14,5,21,0,0,5,29200,25,18,8,2,94.9,0,0,debt_consolidation,individual,11000,36,11.99,365.31,B,B5,Feb-2018,Current,whole,Cash,9323.13,2087.58,1676.87,410.71,0
fnp ,6,LA,RENT,100000,Not Verified,23.72,NA,,NA,1,5,1999,1,31,6,140070,107697,0,0,39,0,0,3,2,9,5,NA,0,3,18500,10,2,2,4,84,0,0,credit_card,individual,18000,36,9.93,580.22,B,B2,Jan-2018,Current,whole,Cash,16253.39,2310.95,1746.61,564.34,0
security officer,3,TN,MORTGAGE,90000,Not Verified,27.79,NA,,NA,0,NA,1989,3,28,14,267210,71817,0,0,NA,0,0,3,3,1,14,0,0,7,47300,14,9,8,4,100,0,0,debt_consolidation,individual,12000,36,9.43,384.01,B,B1,Mar-2018,Current,fractional,Cash,11124.01,1154.95,875.99,278.96,0
sales manager,10,SC,OWN,130000,Verified,24.17,NA,,NA,0,NA,1996,1,39,21,327869,117782,0,1,NA,0,0,7,9,11,21,0,0,5,36100,16,13,8,1,100,0,1,credit_card,individual,40000,36,6.07,1218.15,A,A2,Mar-2018,Current,whole,DirectPay,36937.11,3627.47,3062.89,564.58,0
store manager ,1,GA,RENT,50000,Not Verified,26.64,NA,,NA,0,40,1996,1,26,15,75693,67111,0,0,40,0,0,5,3,8,15,0,0,4,20500,9,9,8,0,84.6,0,0,credit_card,individual,7000,36,10.42,227.26,B,B3,Jan-2018,Current,whole,Cash,6153.03,1128.2,846.97,281.23,0
user access manager,0,CA,RENT,57000,Not Verified,14.11,NA,,NA,0,53,2009,1,4,3,42000,23645,0,0,NA,0,0,1,2,5,3,0,0,1,17000,3,2,1,0,75,0,0,debt_consolidation,individual,27000,60,10.42,579.27,B,B3,Feb-2018,Current,whole,Cash,25602.65,2395.23,1397.35,997.88,0
wire technician ,4,KY,RENT,60000,Not Verified,10.38,NA,,NA,0,44,2006,2,17,11,53994,23422,0,0,58,0,634,1,9,5,11,0,0,3,25600,12,10,3,0,82.4,0,0,debt_consolidation,individual,3000,36,9.43,96.01,B,B1,Feb-2018,Current,whole,Cash,2706.83,382.47,293.17,89.3,0
,NA,NH,MORTGAGE,32000,Source Verified,10.62,NA,,NA,0,47,2002,3,9,6,116200,3116,0,0,NA,0,0,1,3,0,6,0,0,3,3500,6,4,3,2,88.9,0,0,debt_consolidation,individual,2600,36,12.62,87.13,C,C1,Jan-2018,Current,whole,Cash,2357.04,351.26,242.96,108.3,0
driver,2,CT,RENT,40000,Source Verified,14.93,NA,,NA,0,26,2013,2,8,6,26489,13307,0,0,NA,0,50,1,4,5,6,0,0,1,1800,4,4,3,0,87.5,0,0,debt_consolidation,individual,10000,60,19.42,261.73,D,D3,Mar-2018,Current,whole,Cash,9695.43,763.61,304.57,459.04,0
supervisor,10,SD,MORTGAGE,75000,Source Verified,35.49,NA,,NA,0,NA,1998,1,37,16,312303,110479,0,0,NA,0,0,3,6,11,16,0,0,6,75500,17,12,7,3,100,0,0,credit_card,individual,20000,36,5.31,602.21,A,A1,Mar-2018,Current,fractional,DirectPay,18452.04,1800.73,1547.96,252.77,0
clinic manager,10,MS,MORTGAGE,29000,Verified,16.89,NA,,NA,1,18,2012,2,20,13,124936,8720,0,0,36,0,0,1,13,4,13,0,0,3,4600,14,10,8,2,85,0,0,debt_consolidation,individual,5500,36,17.09,196.34,D,D1,Feb-2018,Fully Paid,fractional,Cash,0,5787.8155575417,5500,287.82,0
